Threshold,Participant,Average,SD,condition,melanopic_edi,photopic_lux,Average_inv
0.7000000000000001,300,43.38267988731817,23.793984392522695,0,0,0,56.61732011268183
0.7000000000000001,301,97.47422076384538,3.8580791305603133,0,0,0,2.5257792361546194
0.7000000000000001,302,73.20688721643741,8.766150802597977,0,0,0,26.79311278356259
0.7000000000000001,303,86.37777676822517,13.168887042681721,0,0,0,13.622223231774825
0.7000000000000001,305,82.69469210392819,11.15531452968214,0,0,0,17.30530789607181
0.7000000000000001,306,90.29602809819457,5.278599460051433,0,0,0,9.703971901805431
0.7000000000000001,307,21.854467574933256,21.737078421154987,0,0,0,78.14553242506675
0.7000000000000001,308,7.9826889514964225,16.295887447392026,0,0,0,92.01731104850357
0.7000000000000001,309,8.469812168516842,7.665926866298415,0,0,0,91.53018783148316
0.7000000000000001,310,68.24265419971216,9.555653926949283,0,0,0,31.757345800287837
0.7000000000000001,311,64.34464061096767,23.954232356264267,0,0,0,35.65535938903233
0.7000000000000001,312,58.07857738535795,43.52225358461116,0,0,0,41.92142261464205
0.7000000000000001,314,54.398363386260435,18.75709629245282,0,0,0,45.601636613739565
0.7000000000000001,315,58.60475332358037,29.374741216963564,0,0,0,41.39524667641963
0.7000000000000001,317,98.53204628062421,1.366385990454549,0,0,0,1.4679537193757852
0.7000000000000001,319,75.0611432656345,19.826156893910106,0,0,0,24.9388567343655
0.7000000000000001,321,83.53253543538347,16.39976261703463,0,0,0,16.467464564616535
0.7000000000000001,322,95.87509632856731,3.327402854405468,0,0,0,4.1249036714326905
0.7000000000000001,324,66.10693549243621,16.105045902013995,0,0,0,33.89306450756379
0.7000000000000001,327,31.24577246559705,11.722187205350854,0,0,0,68.75422753440296
0.7000000000000001,328,79.13454476243541,14.638380122481465,0,0,0,20.86545523756459
0.7000000000000001,329,71.88391105842436,31.782238011750188,0,0,0,28.11608894157564
0.7000000000000001,330,35.56811976466424,23.9010137259378,0,0,0,64.43188023533577
0.7000000000000001,332,80.22330892822153,11.07227204196536,0,0,0,19.776691071778473
0.7000000000000001,300,27.56465434648594,12.309422876405879,1,392,486,72.43534565351406
0.7000000000000001,301,95.41591826275852,2.428631144242745,1,392,486,4.584081737241476
0.7000000000000001,302,86.10885364037013,7.938717970245809,1,392,486,13.891146359629872
0.7000000000000001,303,89.6572244351268,4.873081168544117,1,392,486,10.342775564873193
0.7000000000000001,305,92.2878064445934,13.656309619420952,1,392,486,7.7121935554066
0.7000000000000001,306,92.37445947916079,2.8247490607060226,1,392,486,7.625540520839209
0.7000000000000001,307,49.082406699807954,19.27473741990429,1,392,486,50.917593300192046
0.7000000000000001,308,28.37599971482491,14.876956842393602,1,392,486,71.62400028517509
0.7000000000000001,309,54.01591875423614,18.33390684172763,1,392,486,45.98408124576386
0.7000000000000001,310,78.48590182070875,9.678229883697995,1,392,486,21.514098179291253
0.7000000000000001,311,84.76275355333537,5.807737865576757,1,392,486,15.237246446664628
0.7000000000000001,312,47.04536495580652,29.820130492833552,1,392,486,52.95463504419348
0.7000000000000001,314,43.23907830457183,16.808854326888792,1,392,486,56.76092169542817
0.7000000000000001,315,49.123952060565834,16.60451243331135,1,392,486,50.876047939434166
0.7000000000000001,317,98.58689138575173,0.7743008245733067,1,392,486,1.413108614248273
0.7000000000000001,319,98.28734548638147,0.8904821082134864,1,392,486,1.7126545136185314
0.7000000000000001,321,85.2553204308436,11.11846827143443,1,392,486,14.744679569156403
0.7000000000000001,322,75.02421577949565,23.13162175038478,1,392,486,24.97578422050435
0.7000000000000001,324,87.92327883091521,9.685822604805772,1,392,486,12.076721169084792
0.7000000000000001,327,90.68421056140427,3.4131033005441562,1,392,486,9.31578943859573
0.7000000000000001,328,84.22869863861443,17.48100572582697,1,392,486,15.771301361385568
0.7000000000000001,329,62.08232683476269,20.01600629440517,1,392,486,37.91767316523731
0.7000000000000001,330,79.5501289473158,9.125401422062883,1,392,486,20.449871052684202
0.7000000000000001,332,24.436422038832784,9.473964472249323,1,392,486,75.56357796116721
0.7000000000000001,300,17.080847287146362,5.762771738272212,2,912,1074,82.91915271285364
0.7000000000000001,301,92.70706195437799,3.7068938208499973,2,912,1074,7.292938045622009
0.7000000000000001,302,89.21518734171649,2.946608732757201,2,912,1074,10.784812658283514
0.7000000000000001,303,62.656888113664465,13.573193726047737,2,912,1074,37.343111886335535
0.7000000000000001,305,74.01481807816795,28.46844843643996,2,912,1074,25.98518192183205
0.7000000000000001,306,86.9418951241955,3.5771706267901875,2,912,1074,13.058104875804503
0.7000000000000001,307,45.0985430209487,14.358042484743292,2,912,1074,54.9014569790513
0.7000000000000001,308,16.747989123408836,3.01081371746881,2,912,1074,83.25201087659116
0.7000000000000001,309,43.13410843251228,15.366570852320233,2,912,1074,56.86589156748772
0.7000000000000001,310,75.44830141643307,5.701289411523785,2,912,1074,24.55169858356693
0.7000000000000001,311,64.8113829190288,22.342132829311982,2,912,1074,35.1886170809712
0.7000000000000001,312,38.798777557685256,21.811989780068025,2,912,1074,61.201222442314744
0.7000000000000001,314,39.73196667962984,11.060720267248081,2,912,1074,60.26803332037016
0.7000000000000001,315,19.610538839510163,10.890474396773516,2,912,1074,80.38946116048984
0.7000000000000001,317,95.2649130603183,4.249306051056739,2,912,1074,4.735086939681693
0.7000000000000001,319,91.10495656372879,5.374295280119554,2,912,1074,8.895043436271209
0.7000000000000001,321,64.52490466988486,18.258676327841734,2,912,1074,35.47509533011514
0.7000000000000001,322,74.20452187152424,26.18373004264604,2,912,1074,25.795478128475764
0.7000000000000001,324,71.99432898792286,19.844664563807772,2,912,1074,28.005671012077144
0.7000000000000001,327,88.89170347742089,2.9416792014890705,2,912,1074,11.10829652257911
0.7000000000000001,328,89.87981929662345,5.583365833539492,2,912,1074,10.120180703376548
0.7000000000000001,329,28.849724394180466,17.24117456135744,2,912,1074,71.15027560581953
0.7000000000000001,330,36.341706752849106,15.709497028356324,2,912,1074,63.658293247150894
0.7000000000000001,332,19.92226143050901,8.5136108386877,2,912,1074,80.07773856949099
0.7000000000000001,300,14.699203390656805,3.261674513230635,3,1967,2420,85.3007966093432
0.7000000000000001,301,71.49566661029826,19.735917506304155,3,1967,2420,28.504333389701742
0.7000000000000001,302,88.35953788257852,5.918603813787618,3,1967,2420,11.640462117421478
0.7000000000000001,303,37.594659974487726,14.777722700931626,3,1967,2420,62.405340025512274
0.7000000000000001,305,42.145598157343535,25.777794649460358,3,1967,2420,57.854401842656465
0.7000000000000001,306,69.48645875835791,6.159692415309143,3,1967,2420,30.513541241642088
0.7000000000000001,307,36.04796674396152,12.40219831143585,3,1967,2420,63.95203325603848
0.7000000000000001,308,18.237824212423018,4.321950478105906,3,1967,2420,81.76217578757698
0.7000000000000001,309,38.105541783502964,8.954550627036454,3,1967,2420,61.894458216497036
0.7000000000000001,310,54.72455245296181,8.223613510661032,3,1967,2420,45.27544754703819
0.7000000000000001,311,44.6504351295537,22.55779677260355,3,1967,2420,55.3495648704463
0.7000000000000001,312,24.472592853744928,9.093559000078175,3,1967,2420,75.52740714625507
0.7000000000000001,314,33.064451760917734,10.426940241233316,3,1967,2420,66.93554823908227
0.7000000000000001,315,17.019956841495997,4.573700881171838,3,1967,2420,82.980043158504
0.7000000000000001,317,79.34081236419671,10.488148763376387,3,1967,2420,20.659187635803292
0.7000000000000001,319,74.89814125525868,12.819526844857018,3,1967,2420,25.10185874474132
0.7000000000000001,321,29.980839963527146,18.548748460088117,3,1967,2420,70.01916003647285
0.7000000000000001,322,48.553953669698885,29.149899390735623,3,1967,2420,51.446046330301115
0.7000000000000001,324,65.75443230146439,23.790624577856118,3,1967,2420,34.24556769853561
0.7000000000000001,327,63.15599260795336,7.370748955221367,3,1967,2420,36.84400739204664
0.7000000000000001,328,52.25803499134153,15.798449190278303,3,1967,2420,47.74196500865847
0.7000000000000001,329,14.283105765946148,11.022048115098455,3,1967,2420,85.71689423405385
0.7000000000000001,330,27.08027757112172,6.601335059168235,3,1967,2420,72.91972242887829
0.7000000000000001,332,13.398665579732235,3.7286173766139483,3,1967,2420,86.60133442026776
0.7000000000000001,300,14.403331066182071,3.7502587533860323,4,3906,4532,85.59666893381792
0.7000000000000001,301,54.47340257261966,16.543063368665727,4,3906,4532,45.52659742738034
0.7000000000000001,302,72.63161188225135,14.30718572308392,4,3906,4532,27.36838811774865
0.7000000000000001,303,22.85113933808931,9.508786487560808,4,3906,4532,77.14886066191069
0.7000000000000001,305,26.039701951013623,15.637599932740823,4,3906,4532,73.96029804898637
0.7000000000000001,306,54.933607112918565,12.743098083309166,4,3906,4532,45.066392887081435
0.7000000000000001,307,36.36495881964433,11.100525870554765,4,3906,4532,63.63504118035567
0.7000000000000001,308,17.46336672366766,4.050381069477129,4,3906,4532,82.53663327633234
0.7000000000000001,309,25.88955132890554,12.109958184550726,4,3906,4532,74.11044867109446
0.7000000000000001,310,28.62518189125872,7.814083098779092,4,3906,4532,71.37481810874128
0.7000000000000001,311,13.676737464619606,5.662109826243422,4,3906,4532,86.3232625353804
0.7000000000000001,312,20.593745284133643,4.028424959260486,4,3906,4532,79.40625471586635
0.7000000000000001,314,24.261317178793067,9.608103288388918,4,3906,4532,75.73868282120694
0.7000000000000001,315,16.748302883999756,2.252811803614941,4,3906,4532,83.25169711600024
0.7000000000000001,317,54.304399995903225,21.699169218864323,4,3906,4532,45.695600004096775
0.7000000000000001,319,53.819740479470916,21.412492251166075,4,3906,4532,46.180259520529084
0.7000000000000001,321,17.535142507779256,5.003911404471948,4,3906,4532,82.46485749222074
0.7000000000000001,322,27.16946711925852,13.506055517791356,4,3906,4532,72.83053288074149
0.7000000000000001,324,61.87024544685407,26.224453604556498,4,3906,4532,38.12975455314593
0.7000000000000001,327,45.01920126602802,11.795082046961825,4,3906,4532,54.98079873397198
0.7000000000000001,328,32.50187270937352,6.111523645171951,4,3906,4532,67.49812729062648
0.7000000000000001,329,13.037386539095706,3.622931815755568,4,3906,4532,86.9626134609043
0.7000000000000001,330,21.527094253756978,4.904092280836414,4,3906,4532,78.47290574624301
0.7000000000000001,332,12.086117844575375,3.0132999547426285,4,3906,4532,87.91388215542463
0.7000000000000001,300,12.639986802617992,5.475956319192702,5,8408,9822,87.360013197382
0.7000000000000001,301,29.066179609510495,7.427015539429736,5,8408,9822,70.9338203904895
0.7000000000000001,302,42.44527192715014,18.817185168875305,5,8408,9822,57.55472807284986
0.7000000000000001,303,18.072085990979378,2.4483994258095696,5,8408,9822,81.92791400902063
0.7000000000000001,305,23.744810723357467,12.913430065405642,5,8408,9822,76.25518927664254
0.7000000000000001,306,35.20301660874788,10.529176028478496,5,8408,9822,64.79698339125213
0.7000000000000001,307,26.023846919837283,11.517331645335593,5,8408,9822,73.97615308016272
0.7000000000000001,308,13.203172664416986,3.8774084053151534,5,8408,9822,86.79682733558302
0.7000000000000001,309,15.872960267985686,4.780690643321342,5,8408,9822,84.12703973201431
0.7000000000000001,310,17.17151889223485,4.8239084467844995,5,8408,9822,82.82848110776516
0.7000000000000001,311,7.7744564333863275,3.6236828779101855,5,8408,9822,92.22554356661367
0.7000000000000001,312,21.008558775496482,6.800788324412619,5,8408,9822,78.99144122450352
0.7000000000000001,314,16.655218781821567,5.200959489089018,5,8408,9822,83.34478121817844
0.7000000000000001,315,16.48065322564282,2.3350614447797495,5,8408,9822,83.51934677435719
0.7000000000000001,317,27.41425153302606,14.83380919785572,5,8408,9822,72.58574846697394
0.7000000000000001,319,41.56538202627148,17.487031209320254,5,8408,9822,58.43461797372852
0.7000000000000001,321,12.209372617895298,1.45750138128257,5,8408,9822,87.7906273821047
0.7000000000000001,322,17.92922598299623,4.053248562810704,5,8408,9822,82.07077401700377
0.7000000000000001,324,53.068966109439224,24.30490150074394,5,8408,9822,46.93103389056078
0.7000000000000001,327,31.307610969563225,3.458538094716458,5,8408,9822,68.69238903043677
0.7000000000000001,328,28.172908710310676,3.775145818740103,5,8408,9822,71.82709128968932
0.7000000000000001,329,15.154302373033135,1.2620959193624128,5,8408,9822,84.84569762696687
0.7000000000000001,330,15.128104443000497,6.5267485426329515,5,8408,9822,84.8718955569995
0.7000000000000001,332,11.783060617595757,2.870788527616552,5,8408,9822,88.21693938240425
